"","Port.Name","Border","Date","Measure","Lon","Lat","EXMXUS_20191202","LRUNTTTTCAM156S","PredictedValue"
"1817","Derby Line","US-Canada Border",2019-01-01,"Personal Vehicles",-72.09944,45.005,19.1704,5.8,50042.2795366243
"1818","Wildhorse","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-109.67761,48.54863,19.1704,5.8,12022.2218267514
"1819","Beecher Falls","US-Canada Border",2019-01-01,"Personal Vehicles",-71.49664,45.00808,19.1704,5.8,506.511960389063
"1820","Buffalo-Niagara Falls","US-Canada Border",2019-01-01,"Trucks",-79.05694,43.09444,19.1704,5.8,35764.8447062367
"1821","Limestone","US-Canada Border",2019-01-01,"Trucks",-67.82708,46.90941,19.1704,5.8,231.13925812893
"1822","Frontier","US-Canada Border",2019-01-01,"Personal Vehicles",-117.78134,48.91016,19.1704,5.8,-1532.65680372369
"1823","Andrade","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-114.63402,32.7394,19.1704,5.8,-125140.983824728
"1824","Pembina","US-Canada Border",2019-01-01,"Truck Containers Full",-97.24333,48.96639,19.1704,5.8,5551.03423536742
"1825","Eastport","US-Canada Border",2019-01-01,"Truck Containers Empty",-116.18028,48.99944,19.1704,5.8,1900.38652018756
"1826","Sault Sainte Marie","US-Canada Border",2019-01-01,"Rail Containers Empty",-84.29889,46.47028,19.1704,5.8,2549.39791038707
"1827","Roma","US-Mexico Border",2019-01-01,"Trucks",-99.01833,26.40361,19.1704,5.8,2625.4939800131
"1828","Anacortes","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-122.61739,48.49988,19.1704,5.8,-15244.2063573527
"1829","Eagle Pass","US-Mexico Border",2019-01-01,"Truck Containers Full",-100.49917,28.70889,19.1704,5.8,5941.13203795997
"1830","Vanceboro","US-Canada Border",2019-01-01,"Personal Vehicles",-67.42955,45.55984,19.1704,5.8,-1905.7671826666
"1831","Scobey","US-Canada Border",2019-01-01,"Truck Containers Empty",-105.44272,48.80707,19.1704,5.8,874.022125566572
"1832","Blaine","US-Canada Border",2019-01-01,"Rail Containers Full",-122.74583,48.99389,19.1704,5.8,13635.8009017483
"1833","Beecher Falls","US-Canada Border",2019-01-01,"Truck Containers Full",-71.49664,45.00808,19.1704,5.8,326.96307000869
"1834","Tecate","US-Mexico Border",2019-01-01,"Personal Vehicles",-116.62667,32.57722,19.1704,5.8,62038.0367342979
"1835","Alexandria Bay","US-Canada Border",2019-01-01,"Truck Containers Empty",-75.91806,44.33583,19.1704,5.8,5603.69458190033
"1836","Calais","US-Canada Border",2019-01-01,"Trains",-67.27917,45.18889,19.1704,5.8,2045.81149194939
"1837","Roosville","US-Canada Border",2019-01-01,"Trucks",-115.04512,48.88171,19.1704,5.8,917.295893369756
"1838","Willow Creek","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-109.67761,48.54863,19.1704,5.8,15317.195169002
"1839","Highgate Springs-Alburg","US-Canada Border",2019-01-01,"Rail Containers Full",-73.10583,44.97944,19.1704,5.8,3296.91121510872
"1840","Point Roberts","US-Canada Border",2019-01-01,"Trucks",-123.07994,48.96978,19.1704,5.8,472.084405166814
"1841","Roseau","US-Canada Border",2019-01-01,"Truck Containers Empty",-95.81074,48.77518,19.1704,5.8,1154.55731507139
"1842","Point Roberts","US-Canada Border",2019-01-01,"Truck Containers Empty",-123.07994,48.96978,19.1704,5.8,472.084405166814
"1843","Ferry","US-Canada Border",2019-01-01,"Truck Containers Empty",-118.58774,48.88627,19.1704,5.8,502.006394595887
"1844","Roosville","US-Canada Border",2019-01-01,"Bus Passengers",-115.04512,48.88171,19.1704,5.8,917.295893369756
"1845","Sumas","US-Canada Border",2019-01-01,"Trucks",-122.26361,49.00028,19.1704,5.8,3104.98546675042
"1846","Walhalla","US-Canada Border",2019-01-01,"Personal Vehicles",-97.91778,48.92333,19.1704,5.8,-1682.24031240473
"1847","Ambrose","US-Canada Border",2019-01-01,"Personal Vehicles",-103.48222,48.95389,19.1704,5.8,-5610.30786830586
"1848","Madawaska","US-Canada Border",2019-01-01,"Truck Containers Empty",-68.3271,47.35446,19.1704,5.8,639.489470305056
"1849","International Falls-Ranier","US-Canada Border",2019-01-01,"Pedestrians",-93.41083,48.60111,19.1704,5.8,4756.79232294845
"1850","Maida","US-Canada Border",2019-01-01,"Truck Containers Empty",-98.36953,48.98568,19.1704,5.8,180.197069134786
"1851","Nogales","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-110.93361,31.34028,19.1704,5.8,545893.125279384
"1852","Calais","US-Canada Border",2019-01-01,"Train Passengers",-67.27917,45.18889,19.1704,5.8,2045.81149194939
"1853","Bridgewater","US-Canada Border",2019-01-01,"Truck Containers Full",-67.84262,46.41923,19.1704,5.8,451.227119147127
"1854","Grand Portage","US-Canada Border",2019-01-01,"Personal Vehicles",-89.68472,47.96389,19.1704,5.8,14430.5387516925
"1855","Calais","US-Canada Border",2019-01-01,"Buses",-67.27917,45.18889,19.1704,5.8,2045.81149194939
"1856","Neche","US-Canada Border",2019-01-01,"Truck Containers Full",-97.55444,48.98611,19.1704,5.8,371.857357428486
"1857","Sherwood","US-Canada Border",2019-01-01,"Trucks",-101.55954,48.99719,19.1704,5.8,169.73472694682
"1858","Grand Portage","US-Canada Border",2019-01-01,"Truck Containers Full",-89.68472,47.96389,19.1704,5.8,1062.83326583995
"1859","Naco","US-Mexico Border",2019-01-01,"Pedestrians",-109.9475,31.33528,19.1704,5.8,-3178.42055594921
"1860","Otay Mesa","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-117.05333,32.57333,19.1704,5.8,895392.987593057
"1861","Portal","US-Canada Border",2019-01-01,"Trucks",-102.54917,48.99583,19.1704,5.8,3539.75186284249
"1862","Boundary","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-117.89655,48.54648,19.1704,5.8,13277.4858582483
"1863","Oroville","US-Canada Border",2019-01-01,"Pedestrians",-119.43444,48.93917,19.1704,5.8,1085.44650104123
"1864","Maida","US-Canada Border",2019-01-01,"Trucks",-98.36953,48.98568,19.1704,5.8,180.197069134786
"1865","Jackman","US-Canada Border",2019-01-01,"Personal Vehicles",-70.255,45.62389,19.1704,5.8,11945.4831948309
"1866","El Paso","US-Mexico Border",2019-01-01,"Rail Containers Empty",-106.48639,31.75861,19.1704,5.8,21047.6913039363
"1867","Metaline Falls","US-Canada Border",2019-01-01,"Personal Vehicles",-117.36037,48.85798,19.1704,5.8,-1318.22073572202
"1868","St. John","US-Canada Border",2019-01-01,"Buses",-99.71915,48.94208,19.1704,5.8,361.8185945216
"1869","Ogdensburg","US-Canada Border",2019-01-01,"Bus Passengers",-75.48167,44.70667,19.1704,5.8,999.355239727087
"1870","Laurier","US-Canada Border",2019-01-01,"Train Passengers",-118.22302,48.99892,19.1704,5.8,296.829383703462
"1871","Sault Sainte Marie","US-Canada Border",2019-01-01,"Truck Containers Empty",-84.29889,46.47028,19.1704,5.8,2549.39791038707
"1872","Scobey","US-Canada Border",2019-01-01,"Truck Containers Full",-105.44272,48.80707,19.1704,5.8,874.022125566572
"1873","Eagle Pass","US-Mexico Border",2019-01-01,"Rail Containers Empty",-100.49917,28.70889,19.1704,5.8,5941.13203795997
"1874","Wildhorse","US-Canada Border",2019-01-01,"Trucks",-109.67761,48.54863,19.1704,5.8,1705.49779507953
"1875","International Falls-Ranier","US-Canada Border",2019-01-01,"Trains",-93.41083,48.60111,19.1704,5.8,4756.79232294845
"1876","Calexico","US-Mexico Border",2019-01-01,"Personal Vehicles",-115.49806,32.67889,19.1704,5.8,428962.110404104
"1877","Douglas","US-Mexico Border",2019-01-01,"Truck Containers Full",-109.54472,31.34444,19.1704,5.8,2762.96656808142
"1878","Metaline Falls","US-Canada Border",2019-01-01,"Buses",-117.36037,48.85798,19.1704,5.8,793.796529227159
"1879","Baudette","US-Canada Border",2019-01-01,"Personal Vehicles",-94.72512,48.70731,19.1704,5.8,9095.20170522059
"1880","Otay Mesa","US-Mexico Border",2019-01-01,"Buses",-117.05333,32.57333,19.1704,5.8,21238.8100049634
"1881","Sumas","US-Canada Border",2019-01-01,"Pedestrians",-122.26361,49.00028,19.1704,5.8,3104.98546675042
"1882","Morgan","US-Canada Border",2019-01-01,"Trucks",-107.85719,48.78541,19.1704,5.8,968.159255261319
"1883","Limestone","US-Canada Border",2019-01-01,"Personal Vehicles",-67.82708,46.90941,19.1704,5.8,-2785.15162606366
"1884","Madawaska","US-Canada Border",2019-01-01,"Buses",-68.3271,47.35446,19.1704,5.8,639.489470305056
"1885","Fort Kent","US-Canada Border",2019-01-01,"Truck Containers Full",-68.58458,47.26878,19.1704,5.8,256.013281962591
"1886","Massena","US-Canada Border",2019-01-01,"Trucks",-74.74,44.98944,19.1704,5.8,1376.36556022584
"1887","Roma","US-Mexico Border",2019-01-01,"Personal Vehicles",-99.01833,26.40361,19.1704,5.8,66490.4996975511
"1888","Danville","US-Canada Border",2019-01-01,"Pedestrians",-118.50309,48.99617,19.1704,5.8,129.413408809418
"1889","Skagway","US-Canada Border",2019-01-01,"Truck Containers Empty",-135.30656,59.47197,19.1704,5.8,3421.24591571313
"1890","San Ysidro","US-Mexico Border",2019-01-01,"Personal Vehicles",-117.02667,32.54306,19.1704,5.8,1121698.81334835
"1891","Buffalo-Niagara Falls","US-Canada Border",2019-01-01,"Rail Containers Empty",-79.05694,43.09444,19.1704,5.8,35764.8447062367
"1892","Scobey","US-Canada Border",2019-01-01,"Trucks",-105.44272,48.80707,19.1704,5.8,874.022125566572
"1893","Sasabe","US-Mexico Border",2019-01-01,"Pedestrians",-111.54139,31.48861,19.1704,5.8,-7292.10198171437
"1894","Brownsville","US-Mexico Border",2019-01-01,"Truck Containers Full",-97.49722,25.90139,19.1704,5.8,8599.47781661522
"1895","Eastport","US-Canada Border",2019-01-01,"Rail Containers Full",-116.18028,48.99944,19.1704,5.8,1900.38652018756
"1896","Blaine","US-Canada Border",2019-01-01,"Truck Containers Full",-122.74583,48.99389,19.1704,5.8,13635.8009017483
"1897","Calais","US-Canada Border",2019-01-01,"Trucks",-67.27917,45.18889,19.1704,5.8,2045.81149194939
"1898","Pinecreek","US-Canada Border",2019-01-01,"Truck Containers Full",-95.81074,48.77518,19.1704,5.8,925.38093398976
"1899","Derby Line","US-Canada Border",2019-01-01,"Trucks",-72.09944,45.005,19.1704,5.8,2936.10510454014
"1900","Laurier","US-Canada Border",2019-01-01,"Rail Containers Empty",-118.22302,48.99892,19.1704,5.8,296.829383703462
"1901","Pinecreek","US-Canada Border",2019-01-01,"Truck Containers Empty",-95.81074,48.77518,19.1704,5.8,925.38093398976
"1902","Carbury","US-Canada Border",2019-01-01,"Truck Containers Full",-100.68648,48.90957,19.1704,5.8,509.410690515786
"1903","Van Buren","US-Canada Border",2019-01-01,"Rail Containers Full",-67.94271,47.16207,19.1704,5.8,518.02975819742
"1904","Progreso","US-Mexico Border",2019-01-01,"Truck Containers Full",-97.94889,26.06167,19.1704,5.8,2738.75160835947
"1905","Norton","US-Canada Border",2019-01-01,"Train Passengers",-71.79528,45.01,19.1704,5.8,618.397966585606
"1906","Eastport","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-66.99387,44.90357,19.1704,5.8,-3988.33600521069
"1907","Derby Line","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-72.09944,45.005,19.1704,5.8,78041.9704432885
"1908","Port Huron","US-Canada Border",2019-01-01,"Truck Containers Empty",-82.47889,42.97583,19.1704,5.8,22555.8491514164
"1909","International Falls-Ranier","US-Canada Border",2019-01-01,"Truck Containers Full",-93.41083,48.60111,19.1704,5.8,4756.79232294845
"1910","Brownsville","US-Mexico Border",2019-01-01,"Rail Containers Empty",-97.49722,25.90139,19.1704,5.8,8599.47781661522
"1911","Eastport","US-Canada Border",2019-01-01,"Pedestrians",-116.18028,48.99944,19.1704,5.8,1900.38652018756
"1912","Jackman","US-Canada Border",2019-01-01,"Rail Containers Full",-70.255,45.62389,19.1704,5.8,2787.87975953964
"1913","Dunseith","US-Canada Border",2019-01-01,"Truck Containers Full",-100.05863,48.81369,19.1704,5.8,1295.69676072685
"1914","Eastport","US-Canada Border",2019-01-01,"Truck Containers Full",-66.99387,44.90357,19.1704,5.8,21.5074129217141
"1915","Columbus","US-Mexico Border",2019-01-01,"Bus Passengers",-107.63944,31.8275,19.1704,5.8,2304.18313332708
"1916","Sherwood","US-Canada Border",2019-01-01,"Truck Containers Full",-101.55954,48.99719,19.1704,5.8,169.73472694682
"1917","Raymond","US-Canada Border",2019-01-01,"Personal Vehicles",-104.575,48.99667,19.1704,5.8,-4405.57143297329
"1918","Douglas","US-Mexico Border",2019-01-01,"Pedestrians",-109.54472,31.34444,19.1704,5.8,55425.3698143214
"1919","Hansboro","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-99.3825,48.95,19.1704,5.8,-23934.2909256842
"1920","Boundary","US-Canada Border",2019-01-01,"Rail Containers Full",-117.89655,48.54648,19.1704,5.8,2022.98620811741
"1921","Turner","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-108.40599,48.84361,19.1704,5.8,-16359.3622737134
"1922","Santa Teresa","US-Mexico Border",2019-01-01,"Trucks",-106.67903,31.85,19.1704,5.8,3141.770423131
"1923","Fort Kent","US-Canada Border",2019-01-01,"Truck Containers Empty",-68.58458,47.26878,19.1704,5.8,256.013281962591
"1924","San Luis","US-Mexico Border",2019-01-01,"Truck Containers Full",-114.78139,32.48694,19.1704,5.8,2742.32360716922
"1925","Progreso","US-Mexico Border",2019-01-01,"Truck Containers Empty",-97.94889,26.06167,19.1704,5.8,2738.75160835947
"1926","San Ysidro","US-Mexico Border",2019-01-01,"Buses",-117.02667,32.54306,19.1704,5.8,11895.6869982724
"1927","Buffalo-Niagara Falls","US-Canada Border",2019-01-01,"Truck Containers Empty",-79.05694,43.09444,19.1704,5.8,35764.8447062367
"1928","Houlton","US-Canada Border",2019-01-01,"Pedestrians",-67.84083,46.12611,19.1704,5.8,2160.72715420877
"1929","Eagle Pass","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-100.49917,28.70889,19.1704,5.8,390080.429831045
"1930","Norton","US-Canada Border",2019-01-01,"Rail Containers Full",-71.79528,45.01,19.1704,5.8,618.397966585606
"1931","Raymond","US-Canada Border",2019-01-01,"Truck Containers Full",-104.575,48.99667,19.1704,5.8,441.091085993762
"1932","Carbury","US-Canada Border",2019-01-01,"Personal Vehicles",-100.68648,48.90957,19.1704,5.8,-3393.24009869507
"1933","International Falls-Ranier","US-Canada Border",2019-01-01,"Personal Vehicles",-93.41083,48.60111,19.1704,5.8,32144.7540956267
"1934","Nogales","US-Mexico Border",2019-01-01,"Pedestrians",-110.93361,31.34028,19.1704,5.8,386065.307477653
"1935","Highgate Springs-Alburg","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-73.10583,44.97944,19.1704,5.8,56146.8679581938
"1936","Pembina","US-Canada Border",2019-01-01,"Truck Containers Empty",-97.24333,48.96639,19.1704,5.8,5551.03423536742
"1937","Laredo","US-Mexico Border",2019-01-01,"Trains",-99.50722,27.50611,19.1704,5.8,47811.1550082468
"1938","Blaine","US-Canada Border",2019-01-01,"Trucks",-122.74583,48.99389,19.1704,5.8,13635.8009017483
"1939","Lukeville","US-Mexico Border",2019-01-01,"Personal Vehicles",-112.815,31.8825,19.1704,5.8,7740.64800560474
"1940","San Luis","US-Mexico Border",2019-01-01,"Buses",-114.78139,32.48694,19.1704,5.8,2742.32360716922
"1941","Douglas","US-Mexico Border",2019-01-01,"Trucks",-109.54472,31.34444,19.1704,5.8,2762.96656808142
"1942","Point Roberts","US-Canada Border",2019-01-01,"Pedestrians",-123.07994,48.96978,19.1704,5.8,472.084405166814
"1943","Pembina","US-Canada Border",2019-01-01,"Rail Containers Full",-97.24333,48.96639,19.1704,5.8,5551.03423536742
"1944","Vanceboro","US-Canada Border",2019-01-01,"Rail Containers Empty",-67.42955,45.55984,19.1704,5.8,347.407022312913
"1945","Tornillo-Fabens","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-106.15806,31.50222,19.1704,5.8,167028.844959157
"1946","Champlain-Rouses Point","US-Canada Border",2019-01-01,"Bus Passengers",-73.44694,44.98639,19.1704,5.8,11985.5086133179
"1947","Opheim","US-Canada Border",2019-01-01,"Truck Containers Empty",-106.40265,48.85574,19.1704,5.8,680.18339611586
"1948","Limestone","US-Canada Border",2019-01-01,"Truck Containers Empty",-67.82708,46.90941,19.1704,5.8,231.13925812893
"1949","Oroville","US-Canada Border",2019-01-01,"Trucks",-119.43444,48.93917,19.1704,5.8,1085.44650104123
"1950","Calexico","US-Mexico Border",2019-01-01,"Pedestrians",-115.49806,32.67889,19.1704,5.8,447262.875002682
"1951","Nogales","US-Mexico Border",2019-01-01,"Trucks",-110.93361,31.34028,19.1704,5.8,10148.5323417576
"1952","International Falls-Ranier","US-Canada Border",2019-01-01,"Truck Containers Empty",-93.41083,48.60111,19.1704,5.8,4756.79232294845
"1953","Houlton","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-67.84083,46.12611,19.1704,5.8,31009.4267912714
"1954","Ogdensburg","US-Canada Border",2019-01-01,"Truck Containers Empty",-75.48167,44.70667,19.1704,5.8,999.355239727087
"1955","Baudette","US-Canada Border",2019-01-01,"Bus Passengers",-94.72512,48.70731,19.1704,5.8,420.025727315242
"1956","Baudette","US-Canada Border",2019-01-01,"Trucks",-94.72512,48.70731,19.1704,5.8,420.025727315242
"1957","Eagle Pass","US-Mexico Border",2019-01-01,"Trains",-100.49917,28.70889,19.1704,5.8,5941.13203795997
"1958","Northgate","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-102.39634,48.89848,19.1704,5.8,-17051.3126372372
"1959","Vanceboro","US-Canada Border",2019-01-01,"Pedestrians",-67.42955,45.55984,19.1704,5.8,347.407022312913
"1960","Neche","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-97.55444,48.98611,19.1704,5.8,-20993.8459372868
"1961","Detroit","US-Canada Border",2019-01-01,"Bus Passengers",-83.10222,42.38306,19.1704,5.8,42143.3961287682
"1962","Naco","US-Mexico Border",2019-01-01,"Truck Containers Full",-109.9475,31.33528,19.1704,5.8,2115.73782693654
"1963","San Ysidro","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-117.02667,32.54306,19.1704,5.8,2073165.41725992
"1964","Fort Fairfield","US-Canada Border",2019-01-01,"Trucks",-67.82965,46.76891,19.1704,5.8,427.731542628481
"1965","Trout River","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-73.44253,44.99001,19.1704,5.8,-4588.36074937163
"1966","Otay Mesa","US-Mexico Border",2019-01-01,"Bus Passengers",-117.05333,32.57333,19.1704,5.8,21238.8100049634
"1967","Porthill","US-Canada Border",2019-01-01,"Personal Vehicles",-116.49828,48.99282,19.1704,5.8,4941.00442657687
"1968","Champlain-Rouses Point","US-Canada Border",2019-01-01,"Truck Containers Empty",-73.44694,44.98639,19.1704,5.8,11985.5086133179
"1969","Roosville","US-Canada Border",2019-01-01,"Pedestrians",-115.04512,48.88171,19.1704,5.8,917.295893369756
"1970","Presidio","US-Mexico Border",2019-01-01,"Truck Containers Empty",-104.37167,29.56056,19.1704,5.8,2222.62393807164
"1971","Rio Grande City","US-Mexico Border",2019-01-01,"Pedestrians",-98.82,26.37944,19.1704,5.8,9134.77726433426
"1972","Sweetgrass","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-111.95972,48.99611,19.1704,5.8,21121.337918658
"1973","Eastport","US-Canada Border",2019-01-01,"Personal Vehicles",-116.18028,48.99944,19.1704,5.8,667.043997463043
"1974","Sherwood","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-101.55954,48.99719,19.1704,5.8,-27487.4433240488
"1975","Sault Sainte Marie","US-Canada Border",2019-01-01,"Trucks",-84.29889,46.47028,19.1704,5.8,2549.39791038707
"1976","Morgan","US-Canada Border",2019-01-01,"Truck Containers Empty",-107.85719,48.78541,19.1704,5.8,968.159255261319
"1977","Rio Grande City","US-Mexico Border",2019-01-01,"Truck Containers Full",-98.82,26.37944,19.1704,5.8,2595.35488927539
